application_name,business_process,module_name,module_role,lines_of_code,branch_instruction_count,called_module_count,calling_module_count,file_io_count,database_access_count,macro_call_count,packed_decimal_instruction_count,historical_defect_count,change_count_last_12_months,comment_ratio,unsupported_instruction_count,risk_level
Savings Accounts,Withdrawal Processing,WDRC75,Calculation,6012,40,10,11,4,0,13,59,11,4,0.18,4,Medium
Loans,Collections,RISKC49,Calculation,1405,74,6,13,9,1,12,53,11,8,0.09,4,Medium
Customer Management,Customer Onboarding,KYCVV53,Validation,1036,44,2,4,5,3,3,13,1,6,0.48,1,Low
Shared Utilities,Error Handling,LOGU54,Utility,4786,70,3,25,4,2,17,13,8,7,0.38,4,Medium
Fixed Deposits,Interest Posting,FDINTM39,Compliance,554,145,10,22,3,11,11,34,16,19,0.08,3,High
Savings Accounts,Withdrawal Processing,CASHI53,Interface,7504,126,14,21,15,14,31,56,8,35,0.17,4,High
Fixed Deposits,Interest Posting,FDINTC55,Calculation,3807,76,18,12,13,11,8,14,18,18,0.1,2,High
Loans,Interest Calculation,ACCRA10,Audit,5951,59,5,6,6,4,18,51,9,16,0.18,3,Medium
Compliance,AML Monitoring,RISKM25,Compliance,5192,128,4,10,2,12,6,9,5,9,0.18,7,Medium
Credit Cards,Fee Calculation,CALCI13,Interface,8760,153,16,21,3,13,30,47,17,21,0.02,5,High
Savings Accounts,Deposit Posting,LEDGI23,Interface,2920,3,12,2,1,1,11,35,2,1,0.24,1,Low
Fixed Deposits,FD Renewal,RATEB84,DatabaseAccess,3288,73,4,1,1,10,17,9,7,15,0.11,2,Medium
Fixed Deposits,FD Renewal,DATEV65,Validation,6189,205,18,13,3,4,23,58,14,27,0.04,4,High
Fixed Deposits,FD Closure,FDCB98,DatabaseAccess,2608,26,2,7,6,7,10,36,9,9,0.33,1,Medium
Compliance,Sanction Screening,SANCM81,Compliance,3360,146,1,6,2,12,5,5,0,1,0.47,3,Low
Shared Utilities,Error Handling,ERRV24,Validation,3745,65,5,25,1,2,1,1,0,5,0.28,1,Low
Customer Management,KYC Verification,ADDRB13,DatabaseAccess,5278,82,6,10,6,8,15,4,7,7,0.25,2,Medium
Customer Management,Customer Profile Maintenance,HISTV16,Validation,5304,127,13,13,11,8,8,78,28,20,0.17,6,High
Customer Management,Customer Onboarding,ONBRM35,Compliance,4307,158,5,1,3,11,3,9,0,6,0.55,0,Low
Loans,Loan Closure,BALD16,Driver,2857,214,16,14,8,14,21,55,16,30,0.07,9,High
Customer Management,Customer Onboarding,KYCVR50,ReportWriter,2091,33,3,3,12,4,4,27,7,14,0.31,3,Medium
Compliance,Sanction Screening,RULEM89,Compliance,791,179,22,16,16,5,26,34,27,15,0.08,5,High
Customer Management,Customer Profile Maintenance,UPDTR16,ReportWriter,5456,33,0,10,5,1,8,5,1,3,0.3,1,Low
Current Accounts,Charge Calculation,FEEA23,Audit,2387,26,11,9,10,6,11,31,7,8,0.18,3,Medium
Reporting,Daily Reporting,SUMR67,ReportWriter,8009,30,12,8,8,1,7,18,8,18,0.23,4,Medium
Savings Accounts,Account Opening,KYCU67,Utility,476,186,4,10,10,3,22,74,23,18,0.05,5,High
Reporting,Daily Reporting,DAYB93,DatabaseAccess,5730,51,9,3,7,13,10,30,7,15,0.37,0,Medium
Payments,External Transfer,AUTHA03,Audit,189,208,18,21,6,10,9,85,24,35,0.07,9,High
Reporting,Year End Reporting,YEARR23,ReportWriter,289,208,12,14,11,10,30,85,19,20,0.01,9,High
Payments,Internal Transfer,PAYC69,Calculation,5107,39,7,6,6,5,9,47,9,15,0.15,3,Medium
Customer Management,Customer Profile Maintenance,ADDRC64,Calculation,7512,19,5,6,2,2,5,39,2,6,0.44,1,Low
Credit Cards,Authorization,AUTHA37,Audit,1279,12,4,1,1,0,3,18,2,5,0.37,1,Low
Loans,Loan Closure,DOCC68,Calculation,4970,130,5,18,13,6,29,64,30,27,0.01,7,High
Compliance,Audit Logging,TRACEM73,Compliance,3789,83,2,1,8,12,6,19,4,7,0.35,7,Medium
Credit Cards,Authorization,FRDR56,ReportWriter,4121,79,15,19,9,2,18,53,30,12,0.05,6,High
Shared Utilities,Error Handling,ERRU07,Utility,1442,141,0,25,6,7,18,85,21,29,0.14,7,High
Loans,Collections,COLLC15,Calculation,1156,6,2,0,2,2,1,58,1,1,0.59,1,Low
Fixed Deposits,FD Renewal,FDMV60,Validation,6502,127,11,15,11,4,8,24,8,28,0.02,5,High
Savings Accounts,Account Opening,KYCM45,Compliance,508,109,13,24,6,12,10,83,11,28,0.07,8,High
Reporting,Month End Reporting,SUMR60,ReportWriter,3663,194,13,13,15,6,16,78,28,13,0.02,10,High
Payments,Standing Instructions,PAYR99,ReportWriter,2220,18,15,7,14,2,3,11,1,0,0.35,0,Low
Compliance,Audit Logging,LOGR04,ReportWriter,4558,22,4,4,14,2,2,6,1,1,0.34,4,Low
Payments,External Transfer,ACHV21,Validation,323,194,14,18,6,9,30,38,20,33,0.08,10,High
Payments,Bill Payment,AUTHC86,Calculation,5110,16,5,3,3,0,6,65,0,5,0.61,1,Low
Reporting,Month End Reporting,GLMR27,ReportWriter,4036,20,4,3,11,1,6,2,7,17,0.14,4,Medium
Savings Accounts,Account Opening,ACCTU77,Utility,1227,63,1,7,9,5,12,45,7,8,0.12,2,Medium
Shared Utilities,Packed Decimal Utility,PACKU24,Utility,4588,18,5,22,4,1,14,34,7,12,0.24,1,Medium
Payments,External Transfer,ACHC20,Calculation,7213,84,15,20,9,6,19,69,19,28,0.11,8,High
Compliance,Sanction Screening,SCRNM80,Compliance,393,145,19,22,11,7,11,21,15,31,0.08,3,High
Current Accounts,Overdraft Control,BALC98,Calculation,2587,19,3,1,5,2,6,54,3,0,0.35,1,Low
Customer Management,KYC Verification,AMLC39,Calculation,1620,33,5,2,6,1,14,31,10,17,0.11,2,Medium
Payments,External Transfer,SWFTP88,BatchProcessor,1242,35,4,7,6,1,12,5,0,3,0.26,0,Low
Reporting,Management MIS,FILER82,ReportWriter,4861,15,2,4,6,2,1,2,0,5,0.21,1,Low
Payments,Internal Transfer,PAYB67,DatabaseAccess,6778,216,14,15,14,9,20,76,34,27,0.12,8,High
Compliance,Audit Logging,ERRU29,Utility,871,68,3,18,10,6,31,72,11,31,0.08,9,High
Credit Cards,Fraud Detection,RULEB70,DatabaseAccess,3464,9,6,4,0,9,11,33,3,3,0.53,0,Low
Shared Utilities,Date Utility,CHKU01,Utility,4716,10,0,18,5,0,6,8,2,0,0.3,0,Low
Loans,Interest Calculation,LNINTC26,Calculation,3910,12,1,5,3,1,1,64,1,0,0.49,0,Low
Credit Cards,Fee Calculation,GLMM33,Compliance,1703,133,13,4,8,11,15,63,11,17,0.37,4,Medium
Compliance,Regulatory Reporting,MISD81,Driver,916,204,13,13,15,10,24,6,34,15,0.13,6,High
Credit Cards,Fee Calculation,POSTP60,BatchProcessor,3664,36,15,10,16,3,7,43,2,3,0.56,0,Low
Shared Utilities,Packed Decimal Utility,FMTU42,Utility,3641,10,2,25,3,0,3,15,1,0,0.55,0,Low
Customer Management,Customer Onboarding,ONBRV12,Validation,3709,107,7,6,4,4,6,40,11,13,0.33,2,Medium
Customer Management,KYC Verification,DOCU18,Utility,1605,30,3,8,2,2,4,13,2,6,0.23,0,Low
Loans,Loan Origination,APPRD71,Driver,3971,92,12,3,3,0,9,61,3,0,0.59,1,Low
Fixed Deposits,Interest Posting,POSTI17,Interface,3789,11,11,8,0,2,24,10,0,3,0.58,1,Low
Shared Utilities,Packed Decimal Utility,FMTI40,Interface,6624,11,11,27,4,1,21,8,2,4,0.6,1,Low
Payments,Bill Payment,PAYU12,Utility,4074,46,8,24,1,7,5,29,5,11,0.13,3,Medium
Shared Utilities,Packed Decimal Utility,PACKU43,Utility,6173,117,1,21,9,2,10,64,20,21,0.16,3,High
Loans,Loan Origination,DOCB05,DatabaseAccess,3115,83,9,5,10,10,11,42,3,17,0.37,1,Medium
Reporting,Daily Reporting,SUMR70,ReportWriter,8370,24,2,9,6,2,4,10,3,6,0.55,0,Low
Payments,Standing Instructions,SCHDD19,Driver,478,220,22,16,3,11,17,48,27,16,0.02,4,High
Payments,Standing Instructions,POSTA51,Audit,7139,22,9,3,4,0,5,12,2,4,0.46,1,Low
Credit Cards,Limit Management,CARDI85,Interface,3542,83,16,23,13,14,16,44,13,26,0.0,6,High
Credit Cards,Fraud Detection,FRDD29,Driver,4321,45,15,1,4,3,12,12,1,0,0.51,0,Low
Savings Accounts,Account Opening,SAVD50,Driver,758,161,17,8,7,14,10,70,30,30,0.15,5,High
Shared Utilities,Packed Decimal Utility,NUMR20,ReportWriter,5207,5,4,9,6,3,8,15,1,0,0.55,0,Low
Reporting,Year End Reporting,TAXR27,ReportWriter,7544,30,2,14,7,5,8,24,4,13,0.14,2,Medium
Customer Management,KYC Verification,IDCHKB71,DatabaseAccess,4561,22,2,4,2,13,6,5,3,3,0.46,0,Low
Reporting,Management MIS,MISB47,DatabaseAccess,4805,193,15,15,15,10,13,42,33,13,0.2,2,High
Fixed Deposits,Interest Posting,GLMV72,Validation,5481,69,12,9,3,6,8,28,11,15,0.13,2,Medium
Compliance,Sanction Screening,KYCA77,Audit,1318,10,4,2,5,0,4,13,2,1,0.48,3,Low
Payments,Internal Transfer,XFERC79,Calculation,3489,81,4,12,7,2,5,74,3,11,0.38,0,Medium
Customer Management,Customer Profile Maintenance,PROFU91,Utility,2182,118,0,18,5,6,18,63,12,32,0.1,10,High
Shared Utilities,Date Utility,CHKU83,Utility,245,218,2,20,5,3,25,16,26,19,0.01,8,High
Credit Cards,Limit Management,LIMU61,Utility,8902,220,7,8,12,8,25,49,16,34,0.08,5,High
Payments,Internal Transfer,POSTP59,BatchProcessor,934,36,12,8,15,4,13,16,8,13,0.26,1,Medium
Shared Utilities,Error Handling,UTILU13,Utility,613,90,4,13,6,4,9,3,2,14,0.34,4,Medium
Fixed Deposits,FD Closure,GLMV96,Validation,4004,104,18,5,11,13,23,74,31,27,0.2,6,High
Shared Utilities,Date Utility,HOLU19,Utility,5022,173,1,19,6,14,14,21,26,28,0.2,4,High
Customer Management,Customer Onboarding,PROFP67,BatchProcessor,2724,29,5,7,9,0,20,8,2,3,0.25,0,Low
Savings Accounts,Interest Posting,INTB46,DatabaseAccess,1924,78,9,15,7,5,9,40,5,14,0.14,2,Medium
Current Accounts,Charge Calculation,FEEA07,Audit,8818,140,6,14,13,2,32,60,31,32,0.18,5,High
Fixed Deposits,FD Creation,DOCV36,Validation,2425,124,2,7,5,2,7,12,0,1,0.35,1,Low
Savings Accounts,Interest Posting,ACCRV56,Validation,3184,169,16,11,13,5,22,14,17,14,0.14,4,High
Credit Cards,Authorization,AUTHDEC,Validation,2880,103,13,3,5,5,14,56,9,17,0.28,0,Medium
Customer Management,KYC Verification,AMLM72,Compliance,5551,73,18,14,13,8,31,4,8,15,0.13,3,High
Compliance,AML Monitoring,RULEC08,Calculation,6339,51,12,9,1,5,9,24,6,15,0.11,4,Medium
Reporting,Year End Reporting,YEARR74,ReportWriter,3022,63,11,11,10,6,10,13,10,10,0.2,2,Medium
Compliance,Audit Logging,ERRI49,Interface,3417,185,12,7,3,9,12,22,11,15,0.1,2,High
Compliance,Regulatory Reporting,FILEB47,DatabaseAccess,4555,30,9,4,10,15,7,14,7,16,0.09,4,Medium
Reporting,Year End Reporting,RPTB63,DatabaseAccess,4962,187,9,4,12,16,14,32,33,19,0.04,8,High
Compliance,Regulatory Reporting,REGU17,Utility,830,128,5,17,15,3,19,56,19,24,0.12,10,High
Savings Accounts,Withdrawal Processing,LIMP32,BatchProcessor,2360,7,5,0,7,3,15,57,0,3,0.46,1,Low
Savings Accounts,Interest Posting,STMTC96,Calculation,587,154,7,17,16,11,19,61,33,19,0.11,9,High
Customer Management,Customer Onboarding,ONBRB42,DatabaseAccess,967,67,12,19,3,10,19,35,25,31,0.22,7,High
Current Accounts,Balance Maintenance,UPDTV24,Validation,506,153,10,5,15,6,32,80,17,20,0.12,10,High
Loans,Loan Closure,DOCD57,Driver,1560,27,16,1,2,0,20,35,2,4,0.23,1,Low
Reporting,Year End Reporting,YEARR10,ReportWriter,6212,11,1,8,6,1,7,15,3,3,0.4,1,Low
Loans,Loan Closure,CLOSEV36,Validation,566,165,17,8,10,14,32,40,12,27,0.07,4,High
Shared Utilities,Packed Decimal Utility,UTILC07,Calculation,4420,21,0,19,3,1,3,48,0,3,0.47,1,Low
Credit Cards,Fee Calculation,GLMI08,Interface,1541,127,9,3,6,2,22,61,24,28,0.14,5,High
Payments,Bill Payment,SCHDD04,Driver,584,85,6,8,14,14,22,20,20,33,0.12,10,High
Payments,Standing Instructions,STNDP43,BatchProcessor,3955,142,14,18,8,13,13,81,31,24,0.1,4,High
Payments,Bill Payment,POSTC45,Calculation,451,28,3,0,0,2,1,71,1,5,0.33,1,Low
Savings Accounts,Withdrawal Processing,LIMM01,Compliance,3426,69,4,2,3,8,4,22,9,12,0.21,1,Medium
Shared Utilities,Error Handling,ABNDI19,Interface,3673,91,16,7,13,6,30,57,29,15,0.1,10,High
Savings Accounts,Interest Posting,POSTV09,Validation,3199,64,1,10,4,3,7,48,2,2,0.41,0,Low
Fixed Deposits,FD Creation,OPENA66,Audit,6095,57,6,4,8,4,10,0,11,11,0.2,4,Medium
Current Accounts,Charge Calculation,FEEA64,Audit,4425,73,11,2,9,2,17,11,3,11,0.12,2,Medium
Current Accounts,Charge Calculation,FEEV46,Validation,483,194,19,19,14,3,9,62,21,29,0.1,3,High
Reporting,Daily Reporting,EXTRP00,BatchProcessor,4533,55,11,2,6,3,16,19,8,11,0.35,1,Medium
Shared Utilities,Date Utility,HOLU50,Utility,1562,186,0,22,14,2,29,72,16,18,0.05,4,High
Compliance,AML Monitoring,RULEA22,Audit,6265,74,8,12,4,5,10,37,10,11,0.17,4,Medium
Customer Management,Customer Onboarding,ADDRA58,Audit,8095,16,3,0,4,1,5,0,1,0,0.36,0,Low
Loans,Collections,PAYI91,Interface,8306,83,18,10,15,4,29,56,14,31,0.14,7,High
Savings Accounts,Deposit Posting,LEDGB87,DatabaseAccess,6776,152,10,12,4,12,19,67,28,35,0.03,8,High
Current Accounts,Charge Calculation,GLMC32,Calculation,6090,121,21,4,15,7,20,32,13,14,0.16,10,High
Credit Cards,Authorization,AUTHB19,DatabaseAccess,8407,71,11,17,11,14,16,48,32,11,0.17,3,High
Fixed Deposits,FD Renewal,CUSTC60,Calculation,1650,4,3,6,0,1,6,15,0,3,0.4,1,Low
Savings Accounts,Deposit Posting,ACCTM87,Compliance,4220,67,5,10,0,5,1,30,0,2,0.6,0,Low
Loans,Loan Closure,DOCC15,Calculation,5027,79,21,17,3,6,21,58,29,21,0.03,3,High
Compliance,AML Monitoring,AMLA34,Audit,7909,195,14,16,16,12,16,6,28,18,0.18,9,High
Credit Cards,Limit Management,CARDC30,Calculation,7844,35,4,9,4,1,3,58,1,6,0.54,1,Low
Customer Management,Customer Profile Maintenance,UPDTP91,BatchProcessor,2274,43,7,3,11,4,16,10,4,5,0.29,2,Medium
Credit Cards,Fee Calculation,CALCC58,Calculation,457,186,10,19,12,6,27,55,16,35,0.02,10,High
Shared Utilities,Error Handling,LOGU08,Utility,3451,11,0,8,2,3,6,1,2,0,0.58,0,Low
Reporting,Daily Reporting,EXTRR63,ReportWriter,8375,43,12,13,6,1,9,15,10,16,0.13,1,Medium
Loans,Loan Closure,BALA49,Audit,3936,90,5,15,1,1,12,49,7,8,0.36,2,Medium
Fixed Deposits,FD Creation,DOCU97,Utility,3715,29,0,15,2,2,6,4,2,5,0.33,1,Low
Compliance,Audit Logging,TRACEV49,Validation,4963,82,11,12,7,5,17,37,6,4,0.25,6,Medium
Compliance,Audit Logging,AUDM56,Compliance,2177,80,5,5,4,8,1,12,2,5,0.6,7,Low
Savings Accounts,Withdrawal Processing,BALC47,Calculation,5172,6,1,8,2,2,5,59,2,3,0.22,1,Low
Savings Accounts,Account Opening,KYCR34,ReportWriter,8142,23,5,4,9,1,5,15,1,0,0.47,0,Low
Loans,Collections,COLLB88,DatabaseAccess,1129,21,3,1,5,9,20,30,1,1,0.38,1,Low
Fixed Deposits,FD Creation,DOCM51,Compliance,6198,45,10,4,9,12,10,7,3,16,0.11,4,Medium
Shared Utilities,Date Utility,CHKC54,Calculation,663,33,1,6,5,1,7,60,1,2,0.5,1,Low
Reporting,Daily Reporting,DAYM83,Compliance,3710,72,9,15,4,4,13,25,8,13,0.25,4,Medium
Reporting,Month End Reporting,SUMR31,ReportWriter,8121,206,22,17,3,2,22,45,22,12,0.06,2,High
Customer Management,KYC Verification,IDCHKU86,Utility,4277,25,1,16,3,2,3,6,2,2,0.51,0,Low
Reporting,Management MIS,FILEM86,Compliance,4409,62,8,15,8,10,15,6,9,6,0.19,3,Medium
Payments,Internal Transfer,XFERI15,Interface,1059,23,15,6,1,3,26,41,11,15,0.25,2,Medium
Loans,Collections,DUEC20,Calculation,3493,41,2,13,10,7,13,73,7,14,0.17,3,Medium
Payments,Bill Payment,PAYP89,BatchProcessor,4920,207,13,18,14,10,17,52,10,23,0.18,5,High
Current Accounts,Charge Calculation,CHGD74,Driver,4386,48,11,8,3,8,24,64,9,17,0.29,2,Medium
Compliance,Regulatory Reporting,REGD56,Driver,2453,33,19,2,2,0,19,9,1,5,0.2,1,Low
Payments,Internal Transfer,XFERB93,DatabaseAccess,2182,22,14,2,2,8,16,2,1,1,0.57,1,Low
Credit Cards,Limit Management,CRLIMR73,ReportWriter,4813,74,15,6,8,4,9,28,8,14,0.29,0,Medium
Customer Management,KYC Verification,IDCHKA90,Audit,2860,20,5,2,5,2,5,13,3,0,0.3,0,Low
Loans,Loan Closure,PAYB06,DatabaseAccess,319,107,22,20,5,16,20,60,32,25,0.0,3,High
Customer Management,Customer Profile Maintenance,CUSTV96,Validation,8491,158,11,13,7,12,14,70,33,15,0.17,9,High
Savings Accounts,Withdrawal Processing,CASHM78,Compliance,4461,88,2,8,2,9,8,49,3,2,0.19,0,Low
Credit Cards,Fee Calculation,POSTR15,ReportWriter,8455,33,4,1,9,6,16,58,4,14,0.21,1,Medium
Loans,Interest Calculation,LNINTC65,Calculation,4457,31,3,10,5,1,3,48,2,2,0.53,0,Low
Savings Accounts,Withdrawal Processing,LIMD44,Driver,5991,74,9,13,4,4,23,20,8,15,0.29,1,Medium
Credit Cards,Fee Calculation,POSTC22,Calculation,605,113,20,23,4,9,27,41,26,18,0.05,7,High
Fixed Deposits,FD Renewal,RENWC19,Calculation,3596,35,0,9,5,3,5,71,2,2,0.18,1,Low
Reporting,Daily Reporting,EXTRR25,ReportWriter,7243,198,22,17,11,5,10,29,32,18,0.02,9,High
Savings Accounts,Interest Posting,INTB78,DatabaseAccess,3945,64,13,9,6,11,25,46,26,35,0.09,4,High
Payments,Internal Transfer,XFERC31,Calculation,1636,40,11,8,1,1,17,60,9,8,0.26,0,Medium
Savings Accounts,Withdrawal Processing,LIMD12,Driver,3901,90,13,8,9,8,10,39,8,16,0.22,4,Medium
Credit Cards,Limit Management,LIMC27,Calculation,5250,164,19,10,5,12,14,66,21,20,0.12,6,High
Shared Utilities,Date Utility,UTILU39,Utility,3467,70,1,8,7,7,18,17,3,17,0.19,3,Medium
Customer Management,Customer Onboarding,CUSTA80,Audit,771,180,19,7,8,12,15,31,19,25,0.0,5,High
Customer Management,KYC Verification,DOCU55,Utility,1172,78,5,16,16,14,13,30,27,30,0.07,5,High
Customer Management,KYC Verification,IDCHKB08,DatabaseAccess,2086,32,3,2,3,12,7,15,3,3,0.53,0,Low
Current Accounts,Overdraft Control,RISKV73,Validation,5026,44,5,1,3,3,8,43,0,5,0.22,0,Low
Credit Cards,Authorization,FRDB07,DatabaseAccess,2471,50,14,2,10,15,17,18,8,13,0.38,1,Medium
Loans,Loan Origination,CREDR11,ReportWriter,5456,22,4,8,14,3,4,64,3,5,0.48,1,Low
Current Accounts,Overdraft Control,AUTHP96,BatchProcessor,3954,7,3,4,9,3,15,26,3,4,0.4,0,Low
Loans,Interest Calculation,LNINTV66,Validation,8460,176,21,10,16,14,15,38,23,35,0.17,7,High
Customer Management,Customer Onboarding,ADDRC69,Calculation,596,180,10,17,3,5,28,61,34,16,0.06,6,High
Current Accounts,Charge Calculation,POSTC07,Calculation,4433,100,8,14,13,6,9,74,17,22,0.07,5,High
Customer Management,Customer Onboarding,KYCVP34,BatchProcessor,2030,181,14,14,13,8,29,29,12,23,0.01,4,High
Current Accounts,Balance Maintenance,CURV46,Validation,870,138,2,5,7,4,8,37,4,12,0.22,0,Medium
Fixed Deposits,FD Closure,GLMP58,BatchProcessor,718,71,6,1,7,2,11,23,9,17,0.15,4,Medium
Compliance,Regulatory Reporting,MISV49,Validation,5223,56,5,5,9,1,5,24,2,14,0.31,4,Medium
Current Accounts,Overdraft Control,LIMI77,Interface,4530,53,16,3,5,3,13,20,9,6,0.34,1,Medium
Savings Accounts,Withdrawal Processing,WDRC39,Calculation,467,32,4,4,1,7,5,36,9,6,0.11,3,Medium
Fixed Deposits,Interest Posting,INTB79,DatabaseAccess,6702,180,15,5,8,14,17,58,27,31,0.06,4,High
Compliance,AML Monitoring,RISKU69,Utility,4907,79,2,21,10,3,12,35,6,18,0.17,6,Medium
Shared Utilities,Packed Decimal Utility,NUMU99,Utility,3657,27,2,25,2,0,4,7,1,3,0.3,1,Low
Customer Management,Customer Onboarding,CUSTB96,DatabaseAccess,6283,50,6,2,7,10,19,14,6,13,0.11,2,Medium
Loans,EMI Processing,PAYB37,DatabaseAccess,5836,10,0,4,1,8,9,16,0,6,0.57,0,Low
Current Accounts,Balance Maintenance,UPDTV93,Validation,1718,46,8,14,6,8,12,59,10,17,0.14,4,Medium
Credit Cards,Authorization,AUDWRITE,Audit,2254,21,7,6,2,0,5,55,1,3,0.55,1,Low
Customer Management,Customer Profile Maintenance,ADDRB15,DatabaseAccess,4929,20,5,1,1,7,14,13,0,0,0.42,0,Low
Compliance,Audit Logging,HISTV50,Validation,3758,50,5,7,4,2,3,13,0,3,0.31,5,Low
Fixed Deposits,Interest Posting,INTD54,Driver,2678,94,7,13,10,8,15,15,10,13,0.34,1,Medium
Savings Accounts,Interest Posting,POSTP43,BatchProcessor,1468,48,9,13,14,5,18,40,11,16,0.17,3,Medium
Reporting,Year End Reporting,AUDU75,Utility,5479,40,2,24,8,8,11,4,8,14,0.36,4,Medium
Compliance,Regulatory Reporting,RPTR43,ReportWriter,6428,42,12,8,3,3,15,28,4,14,0.22,2,Medium
Savings Accounts,Interest Posting,BALM86,Compliance,2613,136,6,9,4,12,14,40,6,7,0.28,0,Medium
Credit Cards,Fee Calculation,CALCC77,Calculation,991,54,10,15,10,4,17,31,10,15,0.23,2,Medium
Customer Management,KYC Verification,DOCC89,Calculation,4766,38,4,5,4,0,1,73,1,0,0.21,0,Low
Payments,Standing Instructions,DATEA19,Audit,5642,85,12,5,2,5,9,24,5,13,0.07,2,Medium
Reporting,Daily Reporting,FILER91,ReportWriter,4226,69,10,12,9,8,14,20,2,10,0.11,2,Medium
Payments,Bill Payment,POSTB22,DatabaseAccess,242,97,14,11,15,10,17,11,33,28,0.02,6,High
Loans,EMI Processing,PAYC07,Calculation,5828,56,10,13,6,3,6,43,9,6,0.11,0,Medium
Savings Accounts,Interest Posting,STMTM18,Compliance,771,149,14,8,5,14,31,46,22,18,0.05,10,High
Customer Management,KYC Verification,ADDRR27,ReportWriter,2948,3,5,6,5,3,5,3,1,0,0.41,0,Low
Current Accounts,Overdraft Control,RISKU79,Utility,4077,25,0,16,2,2,7,51,0,0,0.5,0,Low
Payments,Standing Instructions,POSTB64,DatabaseAccess,1378,34,9,6,0,8,14,14,1,4,0.41,0,Low
Payments,Bill Payment,POSTU42,Utility,657,181,11,17,14,3,27,5,27,15,0.09,3,High
Savings Accounts,Interest Posting,ACCRV92,Validation,4827,126,2,4,6,5,10,35,3,9,0.15,3,Medium
Current Accounts,Balance Maintenance,UPDTI06,Interface,6403,6,12,6,1,1,23,15,0,3,0.6,1,Low
Current Accounts,Charge Calculation,CALCV52,Validation,340,110,13,6,14,10,21,43,23,30,0.12,8,High
Payments,Bill Payment,AUTHC70,Calculation,4302,125,7,22,16,13,26,67,30,21,0.03,7,High
Loans,Loan Closure,DOCV81,Validation,1081,81,8,15,6,7,17,46,7,5,0.16,0,Medium
Savings Accounts,Deposit Posting,LEDGD27,Driver,4718,79,15,9,5,3,24,30,2,4,0.52,1,Low
Current Accounts,Overdraft Control,LIMV73,Validation,2023,41,4,4,2,2,3,10,1,4,0.22,0,Low
Payments,Bill Payment,POSTU44,Utility,2089,37,14,20,0,1,7,0,2,6,0.22,1,Low
Credit Cards,Settlement,ACQA25,Audit,7009,76,11,20,14,5,14,32,10,23,0.02,5,High
Fixed Deposits,FD Closure,CLOSEC85,Calculation,2470,5,2,6,2,1,7,19,0,4,0.34,0,Low
Shared Utilities,Date Utility,CALV14,Validation,4350,46,1,26,3,0,3,9,3,2,0.31,1,Low
Shared Utilities,Error Handling,ERRU74,Utility,3087,35,5,12,4,1,4,14,3,0,0.49,1,Low
Current Accounts,Charge Calculation,POSTM01,Compliance,1876,193,11,17,3,9,13,55,14,29,0.05,6,High
Savings Accounts,Withdrawal Processing,WDRV66,Validation,3368,70,6,6,7,8,18,63,3,11,0.36,2,Medium
Savings Accounts,Withdrawal Processing,BALM13,Compliance,4130,203,15,15,12,14,25,50,27,13,0.01,3,High
Compliance,AML Monitoring,SCANM10,Compliance,6102,170,13,7,15,13,23,54,23,33,0.2,3,High
Loans,Loan Closure,DOCC12,Calculation,3933,21,3,10,3,2,3,61,3,2,0.21,0,Low
Reporting,Daily Reporting,DAYR01,ReportWriter,7904,31,2,1,5,3,4,10,3,3,0.31,1,Low
Fixed Deposits,FD Renewal,DATEP97,BatchProcessor,6841,198,6,8,13,5,13,9,30,22,0.18,9,High
Loans,Interest Calculation,CALCB24,DatabaseAccess,1146,7,1,8,5,5,8,34,1,1,0.57,0,Low
Credit Cards,Settlement,ACQC20,Calculation,2304,21,15,3,6,6,15,45,8,6,0.32,1,Medium
Current Accounts,Overdraft Control,AUTHA38,Audit,5059,33,4,6,3,1,7,62,3,0,0.24,0,Low
Payments,Standing Instructions,POSTA89,Audit,818,34,12,5,5,2,1,11,2,2,0.19,0,Low
Reporting,Month End Reporting,GLMM67,Compliance,7859,44,10,7,10,7,18,32,7,11,0.27,2,Medium
Savings Accounts,Interest Posting,POSTC85,Calculation,7922,164,18,9,5,8,26,38,18,16,0.2,9,High
Current Accounts,Charge Calculation,CALCA10,Audit,3049,13,3,8,0,1,6,45,2,6,0.23,0,Low
Savings Accounts,Interest Posting,ACCRC88,Calculation,801,92,13,20,4,3,30,48,30,31,0.04,7,High
Credit Cards,Authorization,CUSTVAL,Validation,4276,38,13,3,3,1,3,48,3,5,0.36,1,Low
Fixed Deposits,FD Closure,TAXV18,Validation,5200,205,10,11,14,2,10,7,19,14,0.03,4,High
Shared Utilities,Format Utility,TEXTU22,Utility,5597,70,0,28,1,4,13,27,3,15,0.38,0,Medium
Fixed Deposits,FD Creation,ACCTV38,Validation,787,153,10,20,14,7,26,4,29,28,0.11,10,High
Current Accounts,Overdraft Control,RISKC48,Calculation,2046,55,2,8,1,2,5,34,10,7,0.22,2,Medium
Savings Accounts,Deposit Posting,POSTM04,Compliance,5859,144,7,5,16,12,18,38,22,20,0.02,9,High
Customer Management,Customer Profile Maintenance,UPDTC47,Calculation,199,118,5,5,6,5,22,59,19,17,0.06,7,High
Credit Cards,Fraud Detection,RULEU92,Utility,5095,66,12,20,2,3,4,33,2,6,0.26,3,Medium
Fixed Deposits,FD Renewal,FDMV28,Validation,452,83,1,0,4,0,1,13,0,6,0.35,1,Low
