application_name,business_process,module_name,module_role,lines_of_code,branch_instruction_count,called_module_count,calling_module_count,file_io_count,database_access_count,macro_call_count,packed_decimal_instruction_count,historical_defect_count,change_count_last_12_months,comment_ratio,unsupported_instruction_count,risk_level
Fixed Deposits,FD Creation,ACCTP85,BatchProcessor,5876,29,4,15,12,8,19,2,16,9,0.16,0,Medium
Customer Management,Customer Onboarding,ONBRP09,BatchProcessor,4688,32,7,3,1,2,4,7,5,9,0.38,2,Low
Customer Management,Customer Onboarding,DOCR19,ReportWriter,8918,22,4,11,5,3,1,24,0,5,0.5,3,Low
Savings Accounts,Deposit Posting,DEPI00,Interface,704,42,6,12,8,2,10,71,15,24,0.26,4,Medium
Shared Utilities,Packed Decimal Utility,NUMU51,Utility,443,32,1,15,3,5,7,15,5,5,0.2,3,Low
Compliance,Regulatory Reporting,RECONM79,Compliance,377,208,11,4,2,16,35,75,12,21,0.07,8,High
Compliance,AML Monitoring,SCANV52,Validation,4629,96,2,8,6,0,9,19,6,3,0.44,6,Low
Compliance,Sanction Screening,SANCM79,Compliance,7924,65,16,9,6,8,21,65,13,12,0.06,9,High
Loans,Loan Closure,DOCA46,Audit,302,36,6,10,3,3,11,73,3,3,0.22,2,Low
Fixed Deposits,FD Creation,OPENA10,Audit,1907,24,3,1,3,5,6,20,3,9,0.3,2,Low
Reporting,Year End Reporting,TAXU58,Utility,3562,32,5,18,7,9,15,31,13,18,0.34,3,Medium
Shared Utilities,Packed Decimal Utility,FMTU54,Utility,4137,29,2,17,7,1,21,32,15,20,0.37,4,Medium
Credit Cards,Fee Calculation,GLMD48,Driver,1317,59,13,2,6,3,19,42,11,20,0.07,4,Medium
Loans,Collections,PAYC07,Calculation,5450,140,7,28,4,13,34,63,29,9,0.22,8,High
Customer Management,Profile Maintenance,UPDTP80,BatchProcessor,4341,33,4,9,0,5,2,10,3,3,0.44,1,Low
Payments,Bill Payment,PAYP80,BatchProcessor,5488,19,7,11,0,2,12,18,4,5,0.32,1,Low
Customer Management,Profile Maintenance,ADDRU50,Utility,3392,42,4,28,2,5,7,1,2,4,0.53,2,Low
Reporting,Year End Reporting,GLMR87,ReportWriter,6971,35,2,5,8,4,7,11,4,5,0.44,2,Medium
Reporting,Daily Reporting,DAYR49,ReportWriter,2167,42,0,2,16,1,1,2,3,4,0.61,0,Low
Customer Management,Profile Maintenance,CUSTR14,ReportWriter,7774,101,13,11,14,1,18,47,17,22,0.32,2,Medium
Credit Cards,Settlement,ACQV05,Validation,2088,56,7,7,1,2,3,41,3,1,0.55,3,Medium
Loans,EMI Processing,INSTA43,Audit,3842,82,11,14,8,7,19,48,16,18,0.16,2,Medium
Compliance,AML Monitoring,TXNM75,Compliance,1862,119,8,27,11,16,10,7,29,34,0.01,3,High
Shared Utilities,Format Utility,TEXTC73,Calculation,8377,133,20,23,16,6,19,61,22,37,0.26,12,High
Fixed Deposits,Interest Posting,GLMD16,Driver,2032,94,12,30,18,2,7,47,34,18,0.07,8,High
Current Accounts,Overdraft Control,LIMM81,Compliance,1311,4,5,7,1,3,10,37,5,4,0.59,1,Low
Customer Management,Customer Onboarding,CUSTB46,DatabaseAccess,2935,212,23,18,7,14,28,21,26,20,0.18,12,High
Current Accounts,Overdraft Control,LIMB99,DatabaseAccess,373,67,21,23,9,10,13,66,16,9,0.28,6,High
Savings Accounts,Withdrawal Processing,POSTM17,Compliance,2337,49,1,5,6,6,14,27,9,6,0.32,3,Medium
Loans,Collections,DUEV79,Validation,1981,92,9,16,2,6,21,44,3,14,0.24,6,Medium
Shared Utilities,Error Handling,UTILU86,Utility,1443,79,2,27,6,10,7,0,16,4,0.18,5,Medium
Customer Management,Profile Maintenance,UPDTC70,Calculation,5607,95,3,7,9,3,4,37,14,20,0.28,6,Medium
Compliance,Regulatory Reporting,FILEU76,Utility,1341,97,4,22,14,13,22,11,26,34,0.27,3,High
Customer Management,Profile Maintenance,PROFU25,Utility,2925,34,2,28,7,5,3,20,4,10,0.23,1,Low
Customer Management,KYC Verification,NAMEB53,DatabaseAccess,7597,166,21,18,9,16,29,49,26,33,0.1,4,High
Shared Utilities,Format Utility,UTILA42,Audit,3168,54,4,16,2,2,18,24,6,5,0.32,3,Medium
Reporting,Management MIS,FILER96,ReportWriter,4205,155,23,6,14,7,23,65,19,22,0.23,4,High
Shared Utilities,Date Utility,HOLU17,Utility,383,34,3,8,4,5,8,4,4,8,0.43,1,Low
Customer Management,KYC Verification,DOCV24,Validation,486,140,14,16,2,7,15,53,16,16,0.29,1,Medium
Savings Accounts,Interest Posting,POSTB10,DatabaseAccess,3914,56,1,3,9,8,10,52,12,7,0.27,2,Medium
Payments,External Transfer,ACHM10,Compliance,5562,22,5,9,1,5,10,21,2,1,0.56,1,Low
Savings Accounts,Withdrawal Processing,WDRI32,Interface,467,51,5,6,10,9,15,26,29,23,0.2,4,High
Reporting,Daily Reporting,SUMR35,ReportWriter,8312,47,2,2,7,1,1,22,8,8,0.47,2,Low
Customer Management,Customer Onboarding,KYCB56,DatabaseAccess,3868,120,18,22,10,12,28,54,16,22,0.04,2,High
Shared Utilities,Packed Decimal Utility,FMTR33,ReportWriter,5924,51,2,2,11,3,7,4,7,10,0.3,2,Low
Compliance,Sanction Screening,RULEM04,Compliance,597,158,15,12,5,10,18,58,23,35,0.04,11,High
Savings Accounts,Account Opening,SAVR84,ReportWriter,674,122,23,25,18,6,29,55,16,13,0.13,3,High
Credit Cards,Fraud Detection,AUTHV31,Validation,4713,60,7,20,18,5,34,42,23,34,0.25,12,High
Current Accounts,Balance Maintenance,LEDGD90,Driver,535,65,18,4,1,5,11,20,15,6,0.38,6,Medium
Fixed Deposits,FD Creation,OPENB59,DatabaseAccess,6514,24,5,0,1,9,6,25,1,0,0.31,1,Medium
Shared Utilities,Error Handling,LOGU11,Utility,275,45,0,19,11,7,6,20,5,12,0.07,2,Medium
Reporting,Daily Reporting,EXTRA80,Audit,4699,100,5,5,13,13,11,86,17,8,0.1,5,High
Savings Accounts,Deposit Posting,LEDGM15,Compliance,5812,27,2,1,4,3,4,19,3,10,0.61,1,Low
Customer Management,Customer Onboarding,ONBRP12,BatchProcessor,5992,9,2,12,2,1,1,3,1,4,0.2,3,Low
Payments,Internal Transfer,AUTHR51,ReportWriter,789,156,4,5,6,4,17,36,15,29,0.15,9,High
Current Accounts,Balance Maintenance,CURV58,Validation,5431,71,12,1,7,6,6,52,7,8,0.2,2,Medium
Credit Cards,Fee Calculation,CARDU47,Utility,3452,83,1,24,6,3,7,67,9,12,0.3,6,Medium
Current Accounts,Overdraft Control,ODMI44,Interface,1298,74,8,8,8,13,30,46,19,19,0.24,9,High
Reporting,Daily Reporting,DAYR10,ReportWriter,3520,50,6,11,6,2,11,8,6,9,0.17,2,Low
Savings Accounts,Account Opening,SAVV62,Validation,825,37,9,14,7,8,22,30,15,13,0.13,2,Medium
Payments,Internal Transfer,AUTHV16,Validation,3451,217,14,27,8,12,23,30,34,29,0.02,2,High
Compliance,Sanction Screening,RULEA16,Audit,5267,34,2,13,9,4,7,13,14,7,0.18,1,Medium
Credit Cards,Fee Calculation,CARDV07,Validation,5779,129,2,10,4,10,6,50,12,20,0.27,5,Medium
Shared Utilities,Packed Decimal Utility,PACKU56,Utility,2362,36,1,7,6,0,11,18,1,7,0.51,0,Low
Credit Cards,Fee Calculation,POSTV76,Validation,5492,117,4,10,8,12,25,60,17,33,0.01,6,High
Reporting,Daily Reporting,DAYU07,Utility,6628,199,0,23,16,13,34,69,28,16,0.01,2,Medium
Customer Management,Customer Onboarding,ADDRU05,Utility,3496,50,3,25,1,4,3,18,8,8,0.45,0,Low
Savings Accounts,Withdrawal Processing,LIMR73,ReportWriter,4539,29,6,11,8,0,5,27,12,22,0.34,3,Low
Loans,Loan Closure,CLOSEV88,Validation,2956,92,4,5,10,4,19,63,16,7,0.27,4,Medium
Payments,Internal Transfer,ACCTC59,Calculation,5798,78,2,9,2,3,15,39,11,21,0.28,3,Medium
Customer Management,KYC Verification,AMLU89,Utility,1373,22,6,21,1,1,3,3,7,4,0.52,1,Low
Savings Accounts,Account Opening,KYCVA78,Audit,4437,7,5,3,4,2,11,74,4,7,0.16,0,Low
Reporting,Month End Reporting,RPTR25,ReportWriter,5286,57,13,11,10,10,20,34,10,15,0.36,3,Medium
Shared Utilities,Format Utility,FMTU15,Utility,854,113,3,16,14,8,34,60,19,14,0.01,10,High
Customer Management,KYC Verification,NAMEP55,BatchProcessor,6298,10,4,14,2,2,11,9,0,3,0.49,1,Low
Payments,Internal Transfer,AUTHP01,BatchProcessor,4743,84,12,4,6,4,5,36,16,19,0.23,6,Medium
Current Accounts,Overdraft Control,BALC23,Calculation,1053,157,5,9,16,2,15,67,26,27,0.01,5,Medium
Payments,Bill Payment,SCHDV13,Validation,452,143,1,7,2,6,19,33,15,6,0.41,1,Medium
Payments,Bill Payment,BILLV30,Validation,5015,76,14,16,6,3,5,36,3,14,0.42,2,Medium
Fixed Deposits,FD Renewal,RENWB77,DatabaseAccess,3366,72,14,8,4,7,17,9,4,4,0.2,6,Medium
Customer Management,KYC Verification,KYCP13,BatchProcessor,5987,181,18,7,4,6,15,21,27,12,0.18,4,High
Shared Utilities,Error Handling,UTILU55,Utility,1342,96,1,25,4,12,30,10,26,8,0.08,12,High
Shared Utilities,Date Utility,DATEU04,Utility,5353,32,4,30,4,1,6,16,0,9,0.42,1,Low
Customer Management,Customer Onboarding,DOCB42,DatabaseAccess,6711,59,9,16,1,7,21,3,5,25,0.2,2,Medium
Compliance,Sanction Screening,SANCA40,Audit,2724,3,3,10,5,3,1,3,1,2,0.43,10,Medium
Customer Management,Customer Onboarding,ADDRC36,Calculation,2872,211,4,11,12,15,18,84,34,34,0.09,12,High
Shared Utilities,Date Utility,CALA84,Audit,3933,92,12,17,6,7,13,32,10,25,0.12,6,Medium
Payments,Standing Instruction,SCHDB26,DatabaseAccess,6652,99,12,18,12,8,4,39,4,12,0.39,6,Medium
Reporting,Daily Reporting,RPTR02,ReportWriter,7881,57,0,8,7,4,5,0,3,5,0.27,0,Low
Compliance,Audit Logging,TRACEV81,Validation,5969,149,0,1,2,2,11,11,6,1,0.25,6,Low
Shared Utilities,Packed Decimal Utility,DECU42,Utility,2057,100,5,22,5,9,10,20,6,5,0.37,6,Medium
Customer Management,Customer Onboarding,KYCR81,ReportWriter,4201,138,7,4,12,13,19,75,22,29,0.07,6,High
Savings Accounts,Withdrawal Processing,POSTD63,Driver,1664,94,20,19,5,4,3,53,16,6,0.28,3,Medium
Loans,Interest Calculation,CALCU16,Utility,4832,56,1,21,7,2,3,57,6,7,0.16,1,Low
Compliance,Sanction Screening,NAMEM96,Compliance,8172,166,11,4,2,2,33,47,28,34,0.07,11,High
Reporting,Management MIS,MISP50,BatchProcessor,8159,53,8,1,12,7,13,38,10,17,0.4,1,Medium
Fixed Deposits,FD Closure,GLMI15,Interface,1627,49,6,7,6,7,8,30,7,20,0.29,3,Medium
Loans,Loan Origination,LNORC87,Calculation,8210,203,18,23,5,3,15,90,32,16,0.12,5,High
Loans,Loan Closure,BALI87,Interface,342,57,4,1,3,4,5,55,6,6,0.49,2,Low
Compliance,Audit Logging,HISTA64,Audit,493,22,2,10,5,1,12,25,0,9,0.46,1,Low
Current Accounts,Overdraft Control,BALV40,Validation,1939,76,8,10,11,4,8,51,13,19,0.09,4,Low
Customer Management,Customer Onboarding,CUSTI46,Interface,7733,185,21,8,3,8,12,50,19,33,0.22,10,High
Fixed Deposits,Interest Posting,POSTU28,Utility,3503,33,0,30,11,5,13,49,15,15,0.26,2,Medium
Customer Management,Customer Onboarding,KYCV09,Validation,2620,118,9,19,12,3,10,9,8,10,0.34,4,Low
Savings Accounts,Deposit Posting,LEDGR85,ReportWriter,8464,93,11,17,7,14,27,86,32,17,0.24,3,High
Shared Utilities,Date Utility,UTILI37,Interface,3190,15,1,0,0,2,1,23,4,3,0.28,0,Low
Fixed Deposits,Interest Posting,ACCRA27,Audit,371,26,3,2,6,4,3,16,5,9,0.35,1,Low
Customer Management,Profile Maintenance,PROFU59,Utility,1921,43,1,11,2,0,3,5,7,11,0.52,0,Low
Payments,Internal Transfer,POSTI59,Interface,1823,42,5,8,2,2,11,19,0,9,0.23,3,Low
Savings Accounts,Account Opening,ACCTP26,BatchProcessor,2374,138,16,12,4,3,9,49,8,19,0.01,12,High
Current Accounts,Overdraft Control,LIMI37,Interface,4149,53,6,6,0,4,10,18,8,3,0.19,3,Low
Reporting,Month End Reporting,RPTC63,Calculation,3498,109,13,11,17,3,22,38,12,11,0.19,5,High
Customer Management,Customer Onboarding,KYCA38,Audit,4105,72,22,13,13,2,27,15,35,16,0.14,7,High
Shared Utilities,Error Handling,ABNDA97,Audit,5944,30,13,5,6,10,7,2,12,20,0.08,1,Medium
Reporting,Management MIS,DASHC36,Calculation,6116,83,13,5,10,0,10,42,8,25,0.07,6,Medium
Fixed Deposits,FD Creation,DOCV02,Validation,5880,77,9,4,11,5,6,15,9,21,0.38,4,Medium
Compliance,AML Monitoring,RULEI55,Interface,7987,141,6,23,6,11,10,51,30,36,0.14,10,High
Savings Accounts,Account Opening,KYCVA25,Audit,4133,26,10,3,7,10,12,40,11,16,0.38,1,Medium
Credit Cards,Fee Calculation,FEEA20,Audit,568,88,19,25,3,14,33,69,20,27,0.08,7,High
Fixed Deposits,FD Creation,DOCC24,Calculation,708,209,5,8,2,3,24,45,24,38,0.08,12,High
Fixed Deposits,Interest Posting,FDINTD93,Driver,2591,121,18,3,10,13,28,74,17,19,0.09,8,High
Reporting,Year End Reporting,AUDA76,Audit,1637,115,9,17,4,1,19,32,5,22,0.4,3,Medium
Customer Management,Customer Onboarding,ADDRB46,DatabaseAccess,4371,35,3,0,2,5,9,4,0,10,0.57,1,Medium
Savings Accounts,Interest Posting,STMTB80,DatabaseAccess,5541,8,4,11,3,11,3,52,3,8,0.62,1,Low
Current Accounts,Overdraft Control,AUTHI45,Interface,2889,48,6,6,7,3,9,24,3,10,0.16,0,Low
Current Accounts,Charge Calculation,CHGI25,Interface,5610,67,9,19,3,0,8,35,4,14,0.12,5,Medium
Compliance,Audit Logging,HISTD01,Driver,6228,61,13,4,2,8,5,51,12,16,0.4,6,Medium
Payments,External Transfer,SWFTR47,ReportWriter,5103,20,6,5,15,1,6,16,8,5,0.3,0,Low
Shared Utilities,Packed Decimal Utility,NUMA45,Audit,5037,43,4,10,5,1,9,23,4,3,0.5,1,Low
Loans,Interest Calculation,ACCRA70,Audit,1550,30,0,1,1,0,5,10,1,7,0.29,0,Low
Compliance,AML Monitoring,TXNP71,BatchProcessor,3065,36,8,18,7,9,7,9,13,19,0.16,9,Medium
Customer Management,Customer Onboarding,DOCV41,Validation,4664,77,2,9,11,9,10,13,4,25,0.27,0,Medium
Payments,External Transfer,ACHM03,Compliance,4637,46,2,9,6,0,2,23,0,5,0.36,1,Low
Savings Accounts,Interest Posting,STMTM05,Compliance,8678,111,15,4,4,5,22,72,29,33,0.03,4,High
Reporting,Month End Reporting,SUMM73,Compliance,4292,56,0,5,6,3,10,8,0,11,0.58,2,Low
Credit Cards,Limit Management,CARDU02,Utility,199,43,2,9,0,0,5,47,4,8,0.52,2,Medium
Customer Management,Customer Onboarding,KYCA01,Audit,5045,29,5,3,6,1,3,3,4,0,0.36,2,Low
Reporting,Daily Reporting,DAYI44,Interface,5618,176,18,6,13,8,32,78,29,13,0.13,4,High
Fixed Deposits,FD Creation,OPENV72,Validation,643,195,20,19,5,10,14,34,12,24,0.03,12,High
Savings Accounts,Withdrawal Processing,LIMB08,DatabaseAccess,475,129,15,15,16,8,12,53,25,19,0.1,11,Medium
Payments,Bill Payment,PAYC83,Calculation,5518,41,7,4,1,0,1,8,2,9,0.6,3,Low
Savings Accounts,Account Opening,KYCVP68,BatchProcessor,3865,181,17,14,10,4,35,55,18,31,0.02,12,High
Savings Accounts,Interest Posting,INTM00,Compliance,568,165,14,30,15,14,22,79,12,37,0.16,3,High
Reporting,Month End Reporting,MONU43,Utility,901,78,3,26,12,12,20,55,10,13,0.24,2,High
Compliance,AML Monitoring,TXNM83,Compliance,1552,13,1,11,0,4,10,6,4,8,0.42,8,Low
Savings Accounts,Deposit Posting,LEDGD38,Driver,4320,59,22,12,6,1,8,25,4,11,0.26,1,Low
Reporting,Year End Reporting,AUDM27,Compliance,813,212,5,29,16,2,19,57,33,30,0.07,6,High
Customer Management,KYC Verification,DOCV66,Validation,4530,90,3,11,7,5,18,45,13,6,0.21,5,Medium
Customer Management,Profile Maintenance,PROFP64,BatchProcessor,4420,108,1,12,4,8,6,34,18,11,0.4,0,Medium
Current Accounts,Overdraft Control,BALV94,Validation,4713,40,7,13,9,3,3,44,13,3,0.11,2,High
Shared Utilities,Error Handling,MSGU95,Utility,2470,46,1,19,11,4,6,15,8,20,0.09,3,Medium
Compliance,Regulatory Reporting,MISC28,Calculation,6827,22,10,11,10,7,5,62,9,3,0.25,9,Medium
Loans,Interest Calculation,INTD50,Driver,3738,69,10,3,3,1,22,58,14,12,0.38,4,Medium
Compliance,AML Monitoring,SCANM83,Compliance,5324,36,0,2,0,1,9,4,2,0,0.56,10,Low
Current Accounts,Balance Maintenance,ACCTU64,Utility,521,107,5,20,11,13,20,74,23,25,0.11,11,High
Customer Management,Customer Onboarding,ADDRD37,Driver,949,201,12,7,16,15,24,18,26,10,0.1,4,High
Current Accounts,Balance Maintenance,ACCTV79,Validation,335,111,24,12,4,11,27,40,26,22,0.1,8,High
Savings Accounts,Withdrawal Processing,LIMU04,Utility,1215,59,6,24,4,8,20,52,33,29,0.19,6,High
Savings Accounts,Interest Posting,ACCRA19,Audit,2679,22,7,4,6,0,3,79,7,3,0.32,2,Low
Savings Accounts,Deposit Posting,LEDGV69,Validation,8740,22,1,10,4,1,6,42,2,4,0.51,2,Medium
Fixed Deposits,FD Creation,DOCP83,BatchProcessor,1120,45,4,12,3,2,12,0,6,10,0.45,3,Low
Shared Utilities,Format Utility,FMTA30,Audit,5629,38,3,7,2,2,4,5,1,6,0.16,0,Low
Reporting,Daily Reporting,SUMR57,ReportWriter,8136,23,5,11,5,3,7,11,4,7,0.31,1,Low
Shared Utilities,Error Handling,LOGU97,Utility,447,128,3,30,6,7,27,23,24,23,0.07,10,High
Customer Management,KYC Verification,DOCB60,DatabaseAccess,8687,118,14,22,3,13,35,39,14,33,0.01,6,High
Payments,External Transfer,EXTC09,Calculation,5165,62,10,4,12,8,15,58,4,25,0.26,1,Medium
Loans,Loan Closure,DOCV08,Validation,4389,138,7,16,12,2,15,60,27,26,0.15,3,High
Reporting,Month End Reporting,SUMI68,Interface,8197,59,3,6,5,1,10,9,2,6,0.15,0,Low
Reporting,Year End Reporting,GLMA27,Audit,3159,109,9,6,12,2,17,11,3,17,0.29,6,Medium
Current Accounts,Overdraft Control,RISKV65,Validation,963,74,5,18,11,10,11,56,13,19,0.3,2,Medium
Shared Utilities,Error Handling,MSGU87,Utility,2310,28,2,22,7,1,4,10,16,24,0.24,2,Medium
Fixed Deposits,FD Closure,FDCB13,DatabaseAccess,453,6,3,9,1,9,9,2,6,3,0.28,3,Medium
Customer Management,KYC Verification,KYCP86,BatchProcessor,2856,25,2,14,4,2,11,0,8,2,0.58,1,Low
Credit Cards,Settlement,GLMC90,Calculation,1465,56,3,6,6,0,10,24,6,3,0.32,2,Low
Reporting,Month End Reporting,MONA65,Audit,7883,209,7,6,9,12,7,19,12,22,0.22,8,High
Compliance,AML Monitoring,AMLR19,ReportWriter,857,129,8,22,17,16,24,80,10,29,0.05,3,High
Compliance,Regulatory Reporting,MISM32,Compliance,4494,24,2,14,11,7,19,43,16,19,0.15,10,Medium
Shared Utilities,Format Utility,TEXTV91,Validation,654,196,14,9,2,7,32,10,16,30,0.25,8,High
Shared Utilities,Packed Decimal Utility,DECU11,Utility,1505,26,2,7,10,3,21,10,16,11,0.16,5,Medium
Shared Utilities,Packed Decimal Utility,DECM58,Compliance,4827,76,10,20,1,2,15,6,8,9,0.23,4,High
Fixed Deposits,FD Closure,GLMR99,ReportWriter,4621,29,4,4,5,1,6,22,3,7,0.43,1,Low
Compliance,Sanction Screening,KYCM39,Compliance,4185,22,3,10,6,4,1,0,1,6,0.24,4,Low
Reporting,Management MIS,MISC77,Calculation,5164,112,10,9,11,1,10,24,4,15,0.13,3,Low
Fixed Deposits,FD Creation,OPENR34,ReportWriter,802,205,7,24,11,16,26,81,18,21,0.11,3,High
Savings Accounts,Withdrawal Processing,LIMI49,Interface,872,65,8,1,12,8,10,55,6,24,0.36,3,Medium
Credit Cards,Fee Calculation,POSTC08,Calculation,1936,60,6,1,4,1,7,18,0,7,0.32,1,Low
Savings Accounts,Interest Posting,POSTC22,Calculation,1171,112,22,21,10,15,27,50,9,15,0.12,7,Medium
Customer Management,Customer Onboarding,KYCA16,Audit,3750,116,22,6,14,13,26,22,23,33,0.26,2,High
Reporting,Management MIS,RPTA20,Audit,8359,35,7,8,16,6,22,22,11,15,0.32,3,High
Shared Utilities,Format Utility,MASKU99,Utility,4212,33,0,24,8,3,20,15,11,7,0.32,6,Medium
Payments,Bill Payment,POSTV32,Validation,3755,57,9,4,8,10,20,54,13,17,0.18,0,Medium
Fixed Deposits,FD Creation,ACCTA93,Audit,6525,167,7,18,8,12,35,56,23,28,0.02,12,High
Savings Accounts,Account Opening,SAVB02,DatabaseAccess,8643,135,24,27,3,14,11,57,34,35,0.25,9,High
Reporting,Daily Reporting,EXTRR06,ReportWriter,7207,77,2,19,6,7,19,32,16,20,0.41,4,Medium
Fixed Deposits,FD Renewal,RENWA74,Audit,3571,11,4,10,4,0,5,25,6,2,0.45,0,Medium
Payments,Bill Payment,POSTD34,Driver,6452,27,12,20,10,3,13,29,7,8,0.21,1,Medium
Reporting,Management MIS,RPTR05,ReportWriter,5860,204,6,3,8,14,21,60,18,19,0.17,9,High
Shared Utilities,Date Utility,CALU72,Utility,1804,174,3,12,10,8,9,23,8,37,0.04,11,High
Current Accounts,Balance Maintenance,CURB51,DatabaseAccess,1184,54,3,5,0,5,5,48,3,7,0.33,0,Low
Credit Cards,Fraud Detection,FRDC51,Calculation,5606,27,7,9,1,2,8,69,4,0,0.39,0,Low
Customer Management,KYC Verification,IDCHKB66,DatabaseAccess,2426,57,24,9,8,12,33,14,14,26,0.25,9,High
Savings Accounts,Deposit Posting,DEPC48,Calculation,5252,19,3,10,7,1,8,25,0,3,0.36,0,Low
Loans,Loan Origination,DOCC39,Calculation,2218,25,3,15,7,2,9,78,12,15,0.16,5,Low
Credit Cards,Settlement,ACQA76,Audit,4793,37,7,1,6,2,3,10,8,10,0.15,3,Low
Savings Accounts,Withdrawal Processing,POSTC76,Calculation,5414,207,19,22,16,14,20,70,10,23,0.22,10,High
Shared Utilities,Date Utility,UTILU97,Utility,3336,38,6,30,8,9,15,4,8,23,0.39,4,Medium
Loans,Collections,NTCEV73,Validation,1160,144,22,12,11,3,8,44,29,14,0.0,5,High
Fixed Deposits,FD Creation,CUSTM93,Compliance,4097,45,16,17,13,4,29,71,27,21,0.12,4,High
Savings Accounts,Deposit Posting,LEDGU84,Utility,2458,39,6,21,6,7,18,66,15,11,0.34,3,Medium
Payments,Bill Payment,AUTHC94,Calculation,606,162,9,30,18,10,13,48,28,13,0.14,11,High
Customer Management,Customer Onboarding,KYCP50,BatchProcessor,501,108,4,17,3,4,7,3,8,17,0.26,3,Medium
Loans,Collections,NTCEI62,Interface,783,112,1,3,9,8,21,52,18,6,0.4,2,Medium
Loans,Collections,DUEB18,DatabaseAccess,1338,120,17,10,8,12,21,22,25,16,0.25,4,High
Customer Management,Customer Onboarding,CUSTU64,Utility,2573,83,1,23,6,8,15,18,9,17,0.36,6,Medium
Reporting,Management MIS,SUMR91,ReportWriter,4634,121,9,3,18,7,25,61,14,12,0.25,5,High
Credit Cards,Fee Calculation,CALCM82,Compliance,4194,79,1,16,3,7,3,52,10,3,0.28,2,Medium
Current Accounts,Overdraft Control,AUTHC39,Calculation,1495,103,2,8,3,5,9,72,7,8,0.39,4,Medium
Shared Utilities,Error Handling,LOGP20,BatchProcessor,1713,66,2,20,1,3,9,14,4,8,0.34,5,Medium
Compliance,AML Monitoring,TXNV37,Validation,5847,53,0,13,7,3,2,25,7,4,0.48,9,Medium
Customer Management,KYC Verification,AMLR04,ReportWriter,2362,44,2,12,10,2,2,10,4,10,0.5,0,Low
Current Accounts,Balance Maintenance,ACCTI37,Interface,6195,189,19,28,7,13,26,33,34,35,0.09,11,Medium
Current Accounts,Balance Maintenance,LEDGM55,Compliance,3911,49,1,5,0,4,11,80,4,8,0.61,1,Low
Reporting,Month End Reporting,RECOND60,Driver,6205,220,23,5,16,13,32,55,32,9,0.12,12,High
Credit Cards,Authorization,MAINDRV,Driver,985,30,22,15,5,1,6,46,3,14,0.24,0,Medium
Savings Accounts,Withdrawal Processing,POSTC26,Calculation,4489,82,6,22,14,3,33,73,28,28,0.19,2,High
Current Accounts,Balance Maintenance,BALU90,Utility,6333,165,6,20,3,11,34,76,33,16,0.11,6,High
Credit Cards,Settlement,POSTC65,Calculation,1702,29,12,13,7,3,5,21,18,13,0.2,0,Medium
Shared Utilities,Format Utility,FMTC64,Calculation,1161,18,4,11,7,2,9,14,6,4,0.35,2,Low
Reporting,Month End Reporting,GLMP04,BatchProcessor,448,184,6,23,13,13,19,31,14,31,0.03,7,High
Loans,Collections,DUEB12,DatabaseAccess,3388,48,9,23,16,11,13,82,19,17,0.11,4,High
Reporting,Daily Reporting,SUMC31,Calculation,2339,22,9,17,7,0,16,34,17,5,0.12,1,Medium
Credit Cards,Fraud Detection,CARDM71,Compliance,3061,19,5,7,3,5,9,18,6,8,0.3,3,Low
Credit Cards,Settlement,ACQP98,BatchProcessor,1821,60,0,8,5,5,7,12,6,9,0.36,2,Low
Shared Utilities,Packed Decimal Utility,UTILU93,Utility,3711,63,0,25,4,4,3,23,10,10,0.3,0,Medium
Compliance,Sanction Screening,SANCC06,Calculation,3924,21,1,12,6,4,1,41,4,3,0.53,8,Low
Loans,Collections,NTCEC53,Calculation,3162,24,1,12,1,5,21,21,10,25,0.26,6,Medium
Credit Cards,Authorization,CCMB20,DatabaseAccess,4491,68,14,17,7,12,16,46,3,20,0.25,0,Medium
Payments,Standing Instruction,STNDD61,Driver,2532,42,16,10,9,0,4,23,13,22,0.15,1,Medium
Payments,External Transfer,EXTB46,DatabaseAccess,4982,22,5,13,3,7,3,25,5,9,0.52,0,Medium
Savings Accounts,Account Opening,ACCTV60,Validation,4391,149,4,5,5,5,7,50,0,2,0.23,1,Low
Reporting,Daily Reporting,EXTRV98,Validation,5997,82,1,17,15,10,13,3,14,8,0.09,4,Medium
Payments,Bill Payment,AUTHD56,Driver,1098,23,15,9,1,5,7,20,8,4,0.52,0,Low
Compliance,Sanction Screening,SCRNB99,DatabaseAccess,3657,101,19,22,10,12,24,14,28,35,0.01,7,High
Customer Management,KYC Verification,AMLU14,Utility,2592,104,1,20,8,12,34,62,9,36,0.12,2,High
Current Accounts,Charge Calculation,FEEM49,Compliance,4738,37,14,11,8,8,9,36,3,23,0.4,1,Medium
Savings Accounts,Interest Posting,POSTD42,Driver,5535,58,11,25,7,7,29,68,24,22,0.26,3,High
Savings Accounts,Deposit Posting,LEDGB42,DatabaseAccess,3841,134,13,25,16,15,30,64,28,14,0.14,7,High
Credit Cards,Authorization,CARDC00,Calculation,8662,136,21,28,8,2,23,35,13,26,0.08,11,High
Fixed Deposits,FD Closure,PAYC55,Calculation,6340,69,6,20,12,11,7,28,27,14,0.09,2,High
